nr,real,scatter,polyhedron,symm,theta,phi,alpha,size,stretch,axis
840,./real/1/840r.png,./scatter/1/840s.png,Truncated Cuboctahedron,O_h,1.00614,-0.508584,-3.03209,0.86693,1.03652,C2
841,./real/1/841r.png,./scatter/1/841s.png,Snub Cube,O,1.50716,-1.34492,-1.47452,0.329461,1.97905,C3
842,./real/1/842r.png,./scatter/1/842s.png,Truncated Octahedron,O_h,1.52097,-1.15558,2.7413,0.280619,1.61034,C4
843,./real/1/843r.png,./scatter/1/843s.png,Truncated Icosahedron,I_h,1.03841,0.876998,-1.5368,0.676899,0.624463,C3
844,./real/1/844r.png,./scatter/1/844s.png,Truncated Dodecahedron,I_h,0.678935,-2.07911,2.28277,0.714317,1.39994,C3
845,./real/1/845r.png,./scatter/1/845s.png,Decahedron,D_5h,0.0204063,0.123908,2.33131,0.768588,1.30109,C2
846,./real/1/846r.png,./scatter/1/846s.png,Truncated Tetrahedron,T_d,0.977302,-2.93553,3.04903,0.20603,0.939953,C3
847,./real/1/847r.png,./scatter/1/847s.png,Truncated Tetrahedron,T_d,1.23793,-1.98995,0.557282,0.242944,0.729471,C2
848,./real/1/848r.png,./scatter/1/848s.png,Potato,None,0.0611906,-0.175986,-2.10218,0.303859,,
849,./real/1/849r.png,./scatter/1/849s.png,Decahedron,D_5h,2.14697,2.7567,-0.168995,0.713345,0.528024,C5
850,./real/1/850r.png,./scatter/1/850s.png,Truncated Octahedron,O_h,1.44987,0.919607,2.71042,0.511947,1.95333,C2
851,./real/1/851r.png,./scatter/1/851s.png,Truncated Tetrahedron,T_d,2.75218,2.20994,2.22337,0.454667,0.69351,C2
852,./real/1/852r.png,./scatter/1/852s.png,Icosidodecahedron,I_h,2.29871,2.50965,-0.516849,0.218488,1.23787,C3
853,./real/1/853r.png,./scatter/1/853s.png,Rhombicuboctahedron,O_h,2.22438,2.74798,1.37579,0.910411,1.0984,C4
854,./real/1/854r.png,./scatter/1/854s.png,Truncated Cube,O_h,1.18816,0.460677,2.56427,0.292514,1.8916,C3
855,./real/1/855r.png,./scatter/1/855s.png,Snub Cube,O,1.45009,1.49541,0.959126,0.907969,1.1007,C4
856,./real/1/856r.png,./scatter/1/856s.png,Decahedron,D_5h,1.48213,-0.787499,2.91804,0.458228,0.974253,C2
857,./real/1/857r.png,./scatter/1/857s.png,Truncated Cuboctahedron,O_h,2.39263,0.932896,-1.67855,0.387503,1.92325,C3
858,./real/1/858r.png,./scatter/1/858s.png,Truncated Tetrahedron,T_d,1.37492,-0.601164,-2.04743,0.664066,0.691457,C3
859,./real/1/859r.png,./scatter/1/859s.png,Potato,None,1.00963,2.70713,-2.02523,0.345673,,
860,./real/1/860r.png,./scatter/1/860s.png,Truncated Rhombicosidodecahedron,I_h,1.63991,0.836231,-2.35149,0.425003,1.98102,C2
861,./real/1/861r.png,./scatter/1/861s.png,Snub Cube,O,1.9608,2.48152,1.81603,0.371783,1.15828,C2
862,./real/1/862r.png,./scatter/1/862s.png,Decahedron,D_5h,2.38434,1.41022,-1.17067,0.929285,1.0761,C5
863,./real/1/863r.png,./scatter/1/863s.png,Rhombicosidodecahedron,I_h,1.48338,0.167871,2.42913,0.653939,1.1108,C3
864,./real/1/864r.png,./scatter/1/864s.png,Sphere,SO(3),0,0,0,0.641662,1.39778,{0.713221,0.281144,0.642085}
865,./real/1/865r.png,./scatter/1/865s.png,Snub Cube,O,1.14876,-0.884528,0.609207,0.618317,1.08947,C3
866,./real/1/866r.png,./scatter/1/866s.png,Decahedron,D_5h,0.631632,-0.510088,-1.66982,0.713596,1.07888,C5
867,./real/1/867r.png,./scatter/1/867s.png,Icosidodecahedron,I_h,1.69771,1.12895,-2.53899,0.681645,0.746476,C2
868,./real/1/868r.png,./scatter/1/868s.png,Cube,O_h,1.38965,2.47197,0.0780046,0.5773,1.7322,C2
869,./real/1/869r.png,./scatter/1/869s.png,Truncated Cuboctahedron,O_h,1.95878,1.01345,1.56212,0.359738,1.44078,C3
870,./real/1/870r.png,./scatter/1/870s.png,Potato,None,1.33495,1.56315,-3.04728,0.567661,,
871,./real/1/871r.png,./scatter/1/871s.png,Truncated Twinned Tetrahedron,C_6,1.66386,-0.593407,2.34793,0.261951,0.58862,C2
872,./real/1/872r.png,./scatter/1/872s.png,Dodecahedron,I_h,1.82695,1.98006,-1.86108,0.684674,0.824433,C3
873,./real/1/873r.png,./scatter/1/873s.png,Truncated Cube,O_h,1.17782,2.49191,-1.26038,0.5195,1.23401,C3
874,./real/1/874r.png,./scatter/1/874s.png,Truncated Tetrahedron,T_d,2.25274,-0.342753,-2.20317,0.47409,0.686189,C2
875,./real/1/875r.png,./scatter/1/875s.png,Icosidodecahedron,I_h,2.62958,0.830407,2.77308,0.215317,1.89384,C2
876,./real/1/876r.png,./scatter/1/876s.png,Truncated Cuboctahedron,O_h,2.05273,-0.130548,-2.01967,0.905977,1.10378,C2
877,./real/1/877r.png,./scatter/1/877s.png,Dodecahedron,I_h,0.684915,0.102234,2.97222,0.794632,0.738746,C5
878,./real/1/878r.png,./scatter/1/878s.png,Icosidodecahedron,I_h,1.89413,-1.85403,2.46919,0.535231,0.697404,C2
879,./real/1/879r.png,./scatter/1/879s.png,Rhombicosidodecahedron,I_h,1.42503,-1.27385,-1.91161,0.218922,0.719894,C3
880,./real/1/880r.png,./scatter/1/880s.png,Truncated Icosahedron,I_h,0.383587,3.06944,-2.22444,0.854228,1.17065,C2
881,./real/1/881r.png,./scatter/1/881s.png,Dodecahedron,I_h,0.432606,-0.275335,2.04404,0.42563,1.72858,C3
882,./real/1/882r.png,./scatter/1/882s.png,Truncated Icosahedron,I_h,2.19403,0.396316,-2.56461,0.952481,1.04989,C5
883,./real/1/883r.png,./scatter/1/883s.png,Decahedron,D_5h,2.48908,-1.74994,-1.37248,0.561333,1.78147,C2
884,./real/1/884r.png,./scatter/1/884s.png,Cube,O_h,1.39972,2.17878,2.74207,0.607671,1.60968,C2
885,./real/1/885r.png,./scatter/1/885s.png,Rhombicosidodecahedron,I_h,3.00181,2.56081,1.53122,0.521926,0.945455,C2
886,./real/1/886r.png,./scatter/1/886s.png,Decahedron,D_5h,0.419728,0.428086,-0.587065,0.286358,1.31904,C2
887,./real/1/887r.png,./scatter/1/887s.png,Truncated Icosahedron,I_h,0.57971,-1.23572,0.783419,0.337082,1.14775,C3
888,./real/1/888r.png,./scatter/1/888s.png,Truncated Octahedron,O_h,1.8241,-1.5963,-2.82859,0.472833,1.56963,C3
889,./real/1/889r.png,./scatter/1/889s.png,Icosidodecahedron,I_h,1.5366,-3.01418,-1.73178,0.23175,1.50126,C3
890,./real/1/890r.png,./scatter/1/890s.png,Truncated Dodecahedron,I_h,1.13383,-1.2947,0.513453,0.851113,1.17493,C3
891,./real/1/891r.png,./scatter/1/891s.png,Snub Cube,O,0.430438,1.71937,2.2116,0.229094,1.84256,C3
892,./real/1/892r.png,./scatter/1/892s.png,Truncated Dodecahedron,I_h,1.89887,0.97319,0.415548,0.298648,0.79029,C5
893,./real/1/893r.png,./scatter/1/893s.png,Icosidodecahedron,I_h,2.13816,1.5958,-1.06859,0.678947,0.862855,C5
894,./real/1/894r.png,./scatter/1/894s.png,Rhombicuboctahedron,O_h,1.43922,0.256111,2.95245,0.8349,1.19775,C2
895,./real/1/895r.png,./scatter/1/895s.png,Tetrahedron,T_d,0.764748,1.32093,0.350816,0.209208,1.05984,C2
896,./real/1/896r.png,./scatter/1/896s.png,Truncated Cube,O_h,0.525734,1.43037,-0.859627,0.687076,1.45544,C2
897,./real/1/897r.png,./scatter/1/897s.png,Rhombicuboctahedron,O_h,1.94839,1.39472,-2.36231,0.611841,1.05807,C2
898,./real/1/898r.png,./scatter/1/898s.png,Icosahedron,I_h,0.954085,-0.968406,2.79274,0.811642,0.66615,C2
899,./real/1/899r.png,./scatter/1/899s.png,Potato,None,2.71594,1.31046,0.455415,0.785467,,
900,./real/1/900r.png,./scatter/1/900s.png,Octahedron,O_h,0.950028,-2.66536,1.23796,0.994456,0.743424,C3
901,./real/1/901r.png,./scatter/1/901s.png,Tetrahedron,T_d,1.59981,1.33433,-2.60235,0.87587,0.596929,C2
902,./real/1/902r.png,./scatter/1/902s.png,Rhombicosidodecahedron,I_h,2.82624,-0.638898,-0.697043,0.574728,1.73995,C2
903,./real/1/903r.png,./scatter/1/903s.png,Tetrahedron,T_d,2.18847,0.580855,2.31569,0.421021,0.717006,C2
904,./real/1/904r.png,./scatter/1/904s.png,Dodecahedron,I_h,1.10082,-2.12487,0.396569,0.512752,0.819814,C3
905,./real/1/905r.png,./scatter/1/905s.png,Octahedron,O_h,1.08517,0.525846,1.13942,0.935919,1.06847,C4
906,./real/1/906r.png,./scatter/1/906s.png,Rhombicosidodecahedron,I_h,1.93909,-1.18809,1.97359,0.823284,1.00133,C2
907,./real/1/907r.png,./scatter/1/907s.png,Sphere,SO(3),0,0,0,0.514362,1.19618,{0.584585,-0.785654,0.202505}
908,./real/1/908r.png,./scatter/1/908s.png,Truncated Rhombicosidodecahedron,I_h,2.73759,0.665332,1.66825,0.222189,0.726525,C2
909,./real/1/909r.png,./scatter/1/909s.png,Rhombicuboctahedron,O_h,1.18829,1.9338,3.08096,0.813499,1.22926,C4
910,./real/1/910r.png,./scatter/1/910s.png,Cuboctahedron,O_h,0.553687,0.497809,1.23026,0.282163,1.15642,C2
911,./real/1/911r.png,./scatter/1/911s.png,Cube,O_h,1.03744,-1.27585,-2.00312,0.609922,1.63955,C3
912,./real/1/912r.png,./scatter/1/912s.png,Potato,None,1.71228,0.622873,-2.33023,0.890651,,
913,./real/1/913r.png,./scatter/1/913s.png,Truncated Octahedron,O_h,0.847811,2.48984,2.97049,0.567249,0.586643,C3
914,./real/1/914r.png,./scatter/1/914s.png,Cube,O_h,1.99546,-0.436246,0.526291,0.203935,1.15851,C4
915,./real/1/915r.png,./scatter/1/915s.png,Dodecahedron,I_h,2.26384,2.12092,-0.409506,0.411271,1.62202,C5
916,./real/1/916r.png,./scatter/1/916s.png,Truncated Octahedron,O_h,1.08914,-2.45321,0.520801,0.454073,0.842599,C4
917,./real/1/917r.png,./scatter/1/917s.png,Rhombicuboctahedron,O_h,1.2224,-1.83621,-0.457046,0.548723,1.32774,C4
918,./real/1/918r.png,./scatter/1/918s.png,Truncated Tetrahedron,T_d,1.01586,0.170469,-0.568047,0.574589,0.586492,C2
919,./real/1/919r.png,./scatter/1/919s.png,Rhombicuboctahedron,O_h,1.34891,0.338842,-0.421864,0.267333,1.62021,C4
920,./real/1/920r.png,./scatter/1/920s.png,Cuboctahedron,O_h,0.99749,0.448095,-1.57703,0.333025,0.837017,C3
921,./real/1/921r.png,./scatter/1/921s.png,Truncated Rhombicosidodecahedron,I_h,1.39237,2.28107,-0.0956303,0.603636,0.620349,C5
922,./real/1/922r.png,./scatter/1/922s.png,Decahedron,D_5h,2.36906,2.09789,-0.107106,0.845985,1.18205,C5
923,./real/1/923r.png,./scatter/1/923s.png,Truncated Twinned Tetrahedron,C_6,1.78706,-2.90143,-3.00958,0.41972,1.95611,C6
924,./real/1/924r.png,./scatter/1/924s.png,Decahedron,D_5h,1.03737,-2.35493,-2.23149,0.295278,0.732662,C5
925,./real/1/925r.png,./scatter/1/925s.png,Icosidodecahedron,I_h,1.22505,1.3673,-0.00936086,0.666468,0.838439,C5
926,./real/1/926r.png,./scatter/1/926s.png,Rhombicosidodecahedron,I_h,0.835513,2.35133,-1.68818,0.917256,1.09021,C2
927,./real/1/927r.png,./scatter/1/927s.png,Octahedron,O_h,1.3475,-2.34727,-1.10981,0.34381,0.558505,C2
928,./real/1/928r.png,./scatter/1/928s.png,Truncated Cube,O_h,2.65,-2.72009,-1.62414,0.588691,0.53356,C4
929,./real/1/929r.png,./scatter/1/929s.png,Truncated Cuboctahedron,O_h,1.1532,1.18278,1.80238,0.320038,1.17872,C3
930,./real/1/930r.png,./scatter/1/930s.png,Truncated Octahedron,O_h,2.70324,-1.22254,-0.238789,0.867378,0.663231,C4
931,./real/1/931r.png,./scatter/1/931s.png,Truncated Cuboctahedron,O_h,0.310896,1.0414,1.18784,0.423102,0.717448,C2
932,./real/1/932r.png,./scatter/1/932s.png,Truncated Octahedron,O_h,1.71128,3.10799,-1.03988,0.395549,1.93666,C3
933,./real/1/933r.png,./scatter/1/933s.png,Cuboctahedron,O_h,2.49294,-1.59069,3.00113,0.69649,1.43577,C2
934,./real/1/934r.png,./scatter/1/934s.png,Tetrahedron,T_d,1.15206,3.09058,2.9814,0.285543,0.830435,C2
935,./real/1/935r.png,./scatter/1/935s.png,Truncated Cuboctahedron,O_h,2.38581,0.251924,-1.57415,0.600928,0.813757,C2
936,./real/1/936r.png,./scatter/1/936s.png,Truncated Icosahedron,I_h,1.60142,2.60707,-2.06935,0.428952,1.49291,C2
937,./real/1/937r.png,./scatter/1/937s.png,Truncated Twinned Tetrahedron,C_6,2.99596,-2.94806,-0.239479,0.758505,0.788542,C6
938,./real/1/938r.png,./scatter/1/938s.png,Cuboctahedron,O_h,1.67591,-0.692891,-3.09409,0.573253,1.40615,C2
939,./real/1/939r.png,./scatter/1/939s.png,Decahedron,D_5h,2.30713,-0.195929,-1.09361,0.482698,1.37125,C5
940,./real/1/940r.png,./scatter/1/940s.png,Decahedron,D_5h,2.16788,-3.06347,-1.52048,0.337903,1.8934,C5
941,./real/1/941r.png,./scatter/1/941s.png,Icosidodecahedron,I_h,1.59842,-3.04759,-3.09087,0.638335,1.44956,C3
942,./real/1/942r.png,./scatter/1/942s.png,Rhombicosidodecahedron,I_h,1.87803,-1.42596,0.957288,0.304326,0.64517,C5
943,./real/1/943r.png,./scatter/1/943s.png,Cube,O_h,1.63928,-2.9534,0.574404,0.755237,0.832271,C3
944,./real/1/944r.png,./scatter/1/944s.png,Truncated Rhombicosidodecahedron,I_h,1.54083,-0.876706,0.624519,0.626544,0.603687,C2
945,./real/1/945r.png,./scatter/1/945s.png,Icosidodecahedron,I_h,0.469281,2.66834,-0.272519,0.987435,0.684802,C3
946,./real/1/946r.png,./scatter/1/946s.png,Truncated Rhombicosidodecahedron,I_h,0.823201,-3.00769,2.69297,0.355685,0.747905,C2
947,./real/1/947r.png,./scatter/1/947s.png,Truncated Icosahedron,I_h,0.219953,2.94235,1.04185,0.427341,1.13201,C2
948,./real/1/948r.png,./scatter/1/948s.png,Truncated Dodecahedron,I_h,1.54822,0.322167,-0.707079,0.956179,1.04583,C2
949,./real/1/949r.png,./scatter/1/949s.png,Truncated Dodecahedron,I_h,0.973373,0.889405,-0.124198,0.480751,1.56468,C3
950,./real/1/950r.png,./scatter/1/950s.png,Octahedron,O_h,2.57257,-0.861574,-1.46174,0.414708,0.768005,C4
951,./real/1/951r.png,./scatter/1/951s.png,Decahedron,D_5h,2.51214,-0.897381,-0.353845,0.216436,0.652145,C2
952,./real/1/952r.png,./scatter/1/952s.png,Truncated Dodecahedron,I_h,2.78699,0.0917266,-2.29405,0.983367,1.01691,C3
953,./real/1/953r.png,./scatter/1/953s.png,Dodecahedron,I_h,1.49574,-0.635769,1.42518,0.801737,1.24729,C5
954,./real/1/954r.png,./scatter/1/954s.png,Truncated Octahedron,O_h,2.47558,-2.96311,-2.09825,0.501195,1.44071,C2
955,./real/1/955r.png,./scatter/1/955s.png,Truncated Cube,O_h,2.30013,1.81068,-0.128379,0.511966,0.632925,C2
956,./real/1/956r.png,./scatter/1/956s.png,Icosidodecahedron,I_h,1.60323,0.973971,1.08125,0.343738,1.92597,C5
957,./real/1/957r.png,./scatter/1/957s.png,Tetrahedron,T_d,0.544014,-0.725018,-1.82141,0.656957,1.52217,C3
958,./real/1/958r.png,./scatter/1/958s.png,Sphere,SO(3),0,0,0,0.513466,1.66881,{0.0401548,0.824341,-0.564667}
959,./real/1/959r.png,./scatter/1/959s.png,Potato,None,3.04944,2.73031,1.87479,0.779247,,
960,./real/1/960r.png,./scatter/1/960s.png,Truncated Tetrahedron,T_d,1.62413,-1.09818,2.52809,0.635716,0.798374,C3
961,./real/1/961r.png,./scatter/1/961s.png,Cube,O_h,1.63463,-2.20333,3.0352,0.510055,0.771594,C2
962,./real/1/962r.png,./scatter/1/962s.png,Truncated Twinned Tetrahedron,C_6,2.54278,1.00975,0.00355407,0.907307,1.10216,C2
963,./real/1/963r.png,./scatter/1/963s.png,Truncated Tetrahedron,T_d,1.92943,-2.92173,3.04304,0.8698,0.8492,C3
964,./real/1/964r.png,./scatter/1/964s.png,Truncated Cube,O_h,0.911847,-2.28115,-0.348445,0.367769,0.747264,C2
965,./real/1/965r.png,./scatter/1/965s.png,Cube,O_h,1.73271,0.965767,-1.54044,0.554372,0.836217,C2
966,./real/1/966r.png,./scatter/1/966s.png,Rhombicuboctahedron,O_h,1.04361,0.584907,0.031466,0.363715,1.14743,C2
967,./real/1/967r.png,./scatter/1/967s.png,Tetrahedron,T_d,2.54789,-2.88067,-0.777447,0.590307,1.27289,C2
968,./real/1/968r.png,./scatter/1/968s.png,Truncated Rhombicosidodecahedron,I_h,2.29972,-0.5092,-2.65336,0.532589,1.49692,C5
969,./real/1/969r.png,./scatter/1/969s.png,Octahedron,O_h,0.615773,1.69794,2.59667,0.759717,0.948581,C2
970,./real/1/970r.png,./scatter/1/970s.png,Icosidodecahedron,I_h,0.666153,-2.6921,1.8419,0.57174,1.74905,C2
971,./real/1/971r.png,./scatter/1/971s.png,Icosahedron,I_h,2.90743,-2.1155,2.35178,0.585436,1.54928,C2
972,./real/1/972r.png,./scatter/1/972s.png,Truncated Cuboctahedron,O_h,2.02879,0.261625,-2.61614,0.976373,1.0242,C4
973,./real/1/973r.png,./scatter/1/973s.png,Icosahedron,I_h,1.99833,-2.33929,0.279095,0.653868,1.52936,C5
974,./real/1/974r.png,./scatter/1/974s.png,Truncated Rhombicosidodecahedron,I_h,1.38184,-1.07639,-1.45538,0.648782,1.54135,C2
975,./real/1/975r.png,./scatter/1/975s.png,Cuboctahedron,O_h,1.87992,0.323079,-1.85677,0.230297,1.27211,C4
976,./real/1/976r.png,./scatter/1/976s.png,Dodecahedron,I_h,2.04348,2.91114,2.01241,0.972701,0.82241,C3
977,./real/1/977r.png,./scatter/1/977s.png,Truncated Octahedron,O_h,0.852846,2.59305,-1.08372,0.746383,1.05394,C4
978,./real/1/978r.png,./scatter/1/978s.png,Rhombicosidodecahedron,I_h,1.70061,-2.11481,0.514835,0.990687,0.779639,C2
979,./real/1/979r.png,./scatter/1/979s.png,Potato,None,2.12803,0.856005,-0.314195,0.327099,,
980,./real/1/980r.png,./scatter/1/980s.png,Truncated Dodecahedron,I_h,0.949948,0.350634,2.67211,0.903559,0.964383,C2
981,./real/1/981r.png,./scatter/1/981s.png,Rhombicosidodecahedron,I_h,2.0117,0.396896,0.435798,0.328826,1.06457,C5
982,./real/1/982r.png,./scatter/1/982s.png,Octahedron,O_h,3.02726,-1.95351,1.65791,0.649359,0.737087,C3
983,./real/1/983r.png,./scatter/1/983s.png,Truncated Rhombicosidodecahedron,I_h,1.39316,1.63011,2.62617,0.609141,1.2458,C5
984,./real/1/984r.png,./scatter/1/984s.png,Octahedron,O_h,2.3838,-2.62048,1.66393,0.380734,1.22171,C3
985,./real/1/985r.png,./scatter/1/985s.png,Truncated Cuboctahedron,O_h,1.73364,0.875798,-2.0015,0.850899,1.17523,C3
986,./real/1/986r.png,./scatter/1/986s.png,Truncated Twinned Tetrahedron,C_6,1.54839,0.113298,-2.91027,0.891372,1.12187,C2
987,./real/1/987r.png,./scatter/1/987s.png,Snub Cube,O,1.65148,0.678995,0.176475,0.216399,1.73313,C4
988,./real/1/988r.png,./scatter/1/988s.png,Snub Cube,O,0.316161,0.881489,1.07894,0.253573,1.10537,C2
989,./real/1/989r.png,./scatter/1/989s.png,Snub Cube,O,0.818791,-0.053871,-2.5246,0.916699,1.09087,C4
990,./real/1/990r.png,./scatter/1/990s.png,Truncated Twinned Tetrahedron,C_6,1.86835,3.09956,1.38722,0.749863,1.19292,C6
991,./real/1/991r.png,./scatter/1/991s.png,Truncated Icosahedron,I_h,1.59725,0.265657,1.09117,0.68534,1.45913,C2
992,./real/1/992r.png,./scatter/1/992s.png,Potato,None,1.87773,-0.406926,-2.58016,0.562036,,
993,./real/1/993r.png,./scatter/1/993s.png,Truncated Dodecahedron,I_h,1.60567,-0.385729,-2.67979,0.608185,1.64424,C3
994,./real/1/994r.png,./scatter/1/994s.png,Snub Cube,O,1.81078,1.15857,2.41068,0.396479,0.600724,C4
995,./real/1/995r.png,./scatter/1/995s.png,Snub Cube,O,1.94142,2.75844,3.07385,0.566318,1.74101,C4
996,./real/1/996r.png,./scatter/1/996s.png,Rhombicosidodecahedron,I_h,1.48505,0.192913,0.974777,0.278515,1.99354,C3
997,./real/1/997r.png,./scatter/1/997s.png,Truncated Dodecahedron,I_h,2.26733,-2.1588,1.74075,0.445467,1.83264,C5
998,./real/1/998r.png,./scatter/1/998s.png,Truncated Rhombicosidodecahedron,I_h,2.33493,2.43595,2.55007,0.964786,0.958703,C2
999,./real/1/999r.png,./scatter/1/999s.png,Icosidodecahedron,I_h,2.413,1.52015,-1.78036,0.708831,1.19128,C5
1000,./real/1/1000r.png,./scatter/1/1000s.png,Decahedron,D_5h,2.33274,-2.66179,3.12699,0.871,1.14811,C5
